,Date,Time,League,Home_Team,Away_Team,Odd_Home_Mean,Odd_Away_Mean,Pred_Score_Home,Pred_Score_Away,Predicted_Result,Predicted_Points_Sum,Line,Predicted_Line,Difference,Actual_Score_Home,Actual_Score_Away
16.0,18/12/2021,18:00:00,Basket-League,Lavrio,Iraklis,1.3,3.45,79.0,73.0,Assos,152.0,153.0,Under,1.0,87.0,71.0
17.0,18/12/2021,18:00:00,LNB,Cholet,Fos-sur-Mer,1.43,2.79,81.0,77.0,Assos,158.0,159.0,Under,1.0,79.0,83.0
18.0,18/12/2021,19:00:00,BBL,Chemnitz,Bamberg,2.11,1.72,80.0,81.0,Diplo,161.0,163.5,Under,2.5,106.0,94.0
19.0,18/12/2021,19:00:00,LNB,JL Bourg,Dijon,1.35,3.15,76.0,72.0,Assos,148.0,149.5,Under,1.5,81.0,88.0
20.0,18/12/2021,19:00:00,BBL,s.Oliver Wurzburg,Hamburg,2.49,1.53,80.0,84.0,Diplo,164.0,165.5,Under,1.5,88.0,100.0
21.0,18/12/2021,19:30:00,ACB,MoraBanc Andorra,Basket Zaragoza,1.43,2.84,82.0,77.0,Assos,159.0,159.5,Under,0.5,83.0,92.0
22.0,18/12/2021,19:30:00,ACB,Unicaja,Joventut Badalona,1.5,2.61,82.0,78.0,Assos,160.0,159.5,Over,0.5,72.0,76.0
23.0,18/12/2021,19:30:00,ABA-League,Buducnost,KK Krka Novo mesto,1.06,8.29,82.0,69.0,Assos,151.0,152.0,Under,1.0,110.0,64.0
24.0,18/12/2021,19:45:00,Super-Lig,Bursaspor,Anadolu Efes,5.62,1.13,77.0,91.0,Diplo,168.0,168.5,Under,0.5,79.0,83.0
25.0,18/12/2021,19:45:00,VTB,Parma Perm,Astana,1.32,3.26,79.0,72.0,Assos,151.0,152.5,Under,1.5,108.0,101.0
26.0,18/12/2021,20:00:00,ABA-League,Mega Basket,Zadar,1.24,3.88,81.0,74.0,Assos,155.0,154.0,Over,1.0,70.0,72.0
27.0,19/12/2021,10:00:00,Lega-A,Trieste,Olimpia Milano,4.9,1.17,69.0,80.0,Diplo,149.0,153.0,Under,4.0,71.0,68.0
28.0,19/12/2021,10:00:00,ACB,Bilbao,Gran Canaria,2.44,1.56,80.0,84.0,Diplo,164.0,164.0,Under,0.0,95.0,80.0
29.0,19/12/2021,11:00:00,Super-Lig,Fenerbahce,Tofas,1.19,4.41,86.0,77.0,Assos,163.0,164.0,Under,1.0,82.0,72.0
30.0,19/12/2021,11:00:00,BBL,Frankfurt,Syntainics MBC,2.01,1.78,80.0,81.0,Diplo,161.0,165.0,Under,4.0,68.0,89.0
31.0,19/12/2021,11:30:00,Super-Lig,Gaziantep,Bahcesehir Kol.,1.83,1.93,80.0,79.0,Assos,159.0,160.0,Under,1.0,69.0,76.0
32.0,19/12/2021,12:30:00,Basket-League,Kolossos Rhodes,Peristeri,1.48,2.55,77.0,73.0,Assos,150.0,150.0,Under,0.0,74.0,65.0
33.0,19/12/2021,14:00:00,LKL,Zalgiris Kaunas,Alytaus Dzukija,1.03,10.34,90.0,72.0,Assos,162.0,158.5,Over,3.5,78.0,70.0
34.0,19/12/2021,14:00:00,LNB,Monaco,Limoges,1.23,4.09,83.0,75.0,Assos,158.0,159.0,Under,1.0,73.0,83.0
35.0,19/12/2021,15:00:00,ACB,Real Betis,Baskonia,3.37,1.33,74.0,82.0,Diplo,156.0,157.0,Under,1.0,83.0,87.0
36.0,19/12/2021,15:00:00,Lega-A,Virtus Bologna,Fortitudo Bologna,1.13,5.78,91.0,80.0,Assos,171.0,171.5,Under,0.5,76.0,70.0
37.0,19/12/2021,15:20:00,BBL,Bayern,Ludwigsburg,1.34,3.2,79.0,73.0,Assos,152.0,154.0,Under,2.0,79.0,78.0
38.0,19/12/2021,16:00:00,Basket-League,Panathinaikos,Promitheas,1.09,6.89,85.0,71.0,Assos,156.0,156.5,Under,0.5,92.0,67.0
39.0,19/12/2021,16:00:00,Lega-A,Pesaro,Reggiana,1.91,1.87,78.0,79.0,Diplo,157.0,157.5,Under,0.5,69.0,72.0
40.0,19/12/2021,16:00:00,ACB,Murcia,Real Madrid,3.2,1.35,77.0,84.0,Diplo,161.0,162.0,Under,1.0,71.0,80.0
41.0,19/12/2021,16:30:00,Lega-A,Sassari,Varese,1.24,4.02,85.0,77.0,Assos,162.0,163.0,Under,1.0,104.0,99.0
42.0,19/12/2021,17:00:00,ABA-League,Crvena zvezda mts,Borac,1.06,8.54,83.0,69.0,Assos,152.0,153.0,Under,1.0,109.0,62.0
43.0,19/12/2021,17:00:00,Lega-A,Brescia,Cremona,1.44,2.75,83.0,78.0,Assos,161.0,162.0,Under,1.0,86.0,73.0
45.0,19/12/2021,17:15:00,ACB,Valencia,Breogan,1.32,3.41,83.0,76.0,Assos,159.0,159.5,Under,0.5,97.0,98.0
46.0,19/12/2021,17:30:00,Lega-A,Brindisi,Treviso,1.35,3.14,83.0,77.0,Assos,160.0,159.5,Over,0.5,99.0,95.0
48.0,19/12/2021,17:45:00,VTB,Zenit Petersburg,Saratov,1.2,4.45,88.0,79.0,Assos,167.0,168.5,Under,1.5,74.0,83.0
0.0,21/12/2021,17:00:00,Champions-League,Besiktas,Oldenburg,1.49,2.56,82.0,76.0,Assos,158.0,157.5,Over,0.5,88.0,72.0
1.0,21/12/2021,17:00:00,Eurocup,Bursaspor,Ulm,1.85,1.93,80.0,81.0,Diplo,161.0,161.0,Under,0.0,68.0,66.0
2.0,21/12/2021,17:00:00,Champions-League,San Pablo Burgos,Rytas,1.4,2.86,83.0,76.0,Assos,159.0,161.0,Under,2.0,77.0,84.0
3.0,21/12/2021,17:30:00,Champions-League,Lavrio,Unicaja,2.56,1.49,73.0,77.0,Diplo,150.0,152.5,Under,2.5,70.0,58.0
4.0,21/12/2021,17:30:00,Champions-League,Nizhny Novgorod,Dijon,1.45,2.68,78.0,71.0,Assos,149.0,151.0,Under,2.0,93.0,85.0
5.0,21/12/2021,17:30:00,Eurocup,Promitheas,Venezia,1.86,1.91,75.0,76.0,Diplo,151.0,152.0,Under,1.0,68.0,78.0
6.0,21/12/2021,18:00:00,Champions-League,BC Kalev/Cramo,Tofas,1.73,2.06,83.0,82.0,Assos,165.0,166.0,Under,1.0,72.0,70.0
7.0,21/12/2021,19:00:00,Eurocup,JL Bourg,Buducnost,1.8,1.98,76.0,77.0,Diplo,153.0,154.0,Under,1.0,82.0,86.0
8.0,21/12/2021,19:00:00,Champions-League,Sassari,Tenerife,2.65,1.46,78.0,83.0,Diplo,161.0,163.5,Under,2.5,63.0,84.0
9.0,21/12/2021,19:00:00,Eurocup,Levallois,MoraBanc Andorra,1.51,2.52,84.0,79.0,Assos,163.0,163.5,Under,0.5,81.0,74.0
10.0,21/12/2021,19:15:00,Champions-League,Strasbourg,Oostende,1.37,3.01,83.0,75.0,Assos,158.0,158.5,Under,0.5,91.0,92.0
11.0,21/12/2021,19:30:00,Eurocup,Valencia,Cedevita Olimpija,1.2,4.47,90.0,79.0,Assos,169.0,169.0,Under,0.0,85.0,97.0
0.0,22/12/2021,16:30:00,Eurocup,Lokomotiv Kuban,Partizan,1.74,2.06,83.0,83.0,Diplo,166.0,165.5,Over,0.5,101.0,94.0
1.0,22/12/2021,17:00:00,Champions-League,Darussafaka,Cluj Napoca,1.53,2.43,78.0,75.0,Assos,153.0,154.5,Under,1.5,101.0,103.0
2.0,22/12/2021,17:00:00,Champions-League,Hapoel Holon,Brindisi,1.26,3.71,84.0,76.0,Assos,160.0,159.5,Over,0.5,94.0,80.0
3.0,22/12/2021,17:00:00,Eurocup,Turk Telekom,Lietkabelis,1.46,2.69,79.0,75.0,Assos,154.0,153.5,Over,0.5,65.0,60.0
4.0,22/12/2021,17:30:00,Euroleague,Anadolu Efes,Crvena zvezda mts,1.12,6.63,85.0,72.0,Assos,157.0,156.5,Over,0.5,84.0,83.0
5.0,22/12/2021,17:30:00,Champions-League,Nymburk,Galatasaray,1.42,2.8,88.0,83.0,Assos,171.0,169.0,Over,2.0,86.0,92.0
7.0,22/12/2021,19:00:00,Euroleague,Alba Berlin,Monaco,1.81,2.02,81.0,83.0,Diplo,164.0,165.0,Under,1.0,92.0,84.0
8.0,22/12/2021,19:00:00,Champions-League,Szombathely,VEF Riga,1.31,3.34,84.0,78.0,Assos,162.0,160.5,Over,1.5,68.0,59.0
9.0,22/12/2021,19:00:00,Eurocup,Trento,Hamburg,1.64,2.23,82.0,80.0,Assos,162.0,161.0,Over,1.0,90.0,99.0
10.0,22/12/2021,19:00:00,Champions-League,Treviso,AEK Athens,1.09,7.1,92.0,74.0,Assos,166.0,163.0,Over,3.0,81.0,69.0
11.0,22/12/2021,19:00:00,Euroleague,Barcelona,Unics Kazan,1.3,3.57,81.0,73.0,Assos,154.0,151.5,Over,2.5,11.0,109.0
12.0,22/12/2021,19:30:00,Eurocup,Gran Canaria,Virtus Bologna,2.33,1.59,83.0,89.0,Diplo,172.0,170.0,Over,2.0,100.0,80.0
0.0,23/12/2021,17:00:00,Euroleague,Zenit Petersburg,Maccabi Tel Aviv,1.49,2.64,78.0,73.0,Assos,151.0,151.5,Under,0.5,73.0,71.0
1.0,23/12/2021,18:00:00,Euroleague,Bayern,Baskonia,1.33,3.34,80.0,73.0,Assos,153.0,152.5,Over,0.5,76.0,81.0
2.0,23/12/2021,19:00:00,LNB,Chalons-Reims,Cholet,1.49,2.61,87.0,84.0,Assos,171.0,171.5,Under,0.5,89.0,80.0
3.0,23/12/2021,19:00:00,LNB,Limoges,Fos-sur-Mer,1.23,4.15,79.0,70.0,Assos,149.0,149.5,Under,0.5,75.0,67.0
5.0,23/12/2021,19:00:00,Euroleague,Panathinaikos,Olympiacos,2.77,1.45,74.0,79.0,Diplo,153.0,154.5,Under,1.5,65.0,84.0
6.0,23/12/2021,19:00:00,LNB,Roanne,Le Mans,2.34,1.59,84.0,90.0,Diplo,174.0,174.5,Under,0.5,72.0,84.0
0.0,27/12/2021,16:50:00,LKL,Juventus,Zalgiris Kaunas,3.15,1.32,78.0,84.0,Diplo,162.0,165.25,Under,3.25,71.0,78.0
1.0,27/12/2021,17:00:00,ABA-League,Borac,Buducnost,3.37,1.29,75.0,83.0,Diplo,158.0,160.0,Under,2.0,76.0,82.0
2.0,27/12/2021,18:00:00,BBL,Bayreuth,Alba Berlin,4.52,1.2,76.0,88.0,Diplo,164.0,163.0,Over,1.0,79.0,109.0
3.0,27/12/2021,18:00:00,ACB,Breogan,Fuenlabrada,1.42,2.89,88.0,82.0,Assos,170.0,169.0,Over,1.0,97.0,89.0
4.0,27/12/2021,18:00:00,BBL,Frankfurt,Chemnitz,2.23,1.65,76.0,79.0,Diplo,155.0,156.5,Under,1.5,78.0,82.0
5.0,27/12/2021,18:00:00,LNB,Cholet,Dijon,2.41,1.56,78.0,80.0,Diplo,158.0,159.5,Under,1.5,85.0,76.0
6.0,27/12/2021,19:00:00,LNB,JL Bourg,Orleans,1.25,3.89,83.0,74.0,Assos,157.0,159.0,Under,2.0,84.0,75.0
7.0,27/12/2021,19:00:00,LNB,Le Mans,Gravelines-Dunkerque,1.3,3.48,88.0,81.0,Assos,169.0,166.5,Over,2.5,89.0,93.0
9.0,27/12/2021,19:00:00,LNB,Lyon-Villeurbanne,Limoges,1.23,4.07,80.0,72.0,Assos,152.0,154.0,Under,2.0,83.0,85.0
10.0,27/12/2021,19:00:00,LNB,Pau-Orthez,Roanne,1.26,3.84,88.0,79.0,Assos,167.0,167.5,Under,0.5,109.0,105.0
11.0,27/12/2021,19:00:00,Lega-A,Treviso,Brescia,1.39,2.97,83.0,76.0,Assos,159.0,159.5,Under,0.5,96.0,94.0
12.0,27/12/2021,19:00:00,BBL,Bamberg,Ludwigsburg,2.55,1.51,80.0,83.0,Diplo,163.0,165.5,Under,2.5,81.0,88.0
13.0,27/12/2021,19:00:00,BBL,s.Oliver Wurzburg,Gottingen,1.99,1.81,81.0,82.0,Diplo,163.0,165.0,Under,2.0,79.0,86.0
15.0,27/12/2021,19:30:00,ACB,Gran Canaria,Murcia,1.7,2.17,86.0,84.0,Assos,170.0,169.0,Over,1.0,83.0,100.0
17.0,27/12/2021,20:30:00,LKL,Alytaus Dzukija,Neptunas,2.03,1.71,78.0,79.0,Diplo,157.0,157.75,Under,0.75,67.0,79.0
18.0,27/12/2021,20:30:00,LKL,Rytas,Pieno Zvaigzdes,1.07,7.46,89.0,73.0,Assos,162.0,160.5,Over,1.5,91.0,75.0
19.0,28/12/2021,16:00:00,ACB,Basket Zaragoza,Baskonia,2.45,1.56,78.0,81.0,Diplo,159.0,159.5,Under,0.5,97.0,79.0
20.0,28/12/2021,16:50:00,ABA-League,Cibona,Cedevita Olimpija,2.77,1.41,77.0,82.0,Diplo,159.0,160.0,Under,1.0,79.0,82.0
22.0,28/12/2021,18:00:00,ACB,San Pablo Burgos,Real Betis,1.24,4.08,86.0,78.0,Assos,164.0,163.5,Over,0.5,76.0,84.0
0.0,02/01/2022,10:00:00,Super-Lig,Gaziantep,Bursaspor,1.6,2.29,81.0,78.0,Assos,159.0,159.5,Under,0.5,67.0,75.0
4.0,02/01/2022,12:30:00,ABA-League,Borac,Igokea,2.23,1.61,78.0,79.0,Diplo,157.0,156.75,Over,0.25,61.0,88.0
5.0,02/01/2022,13:30:00,BBL,Chemnitz,Syntainics MBC,1.31,3.45,89.0,82.0,Assos,171.0,171.5,Under,0.5,91.0,74.0
6.0,02/01/2022,14:00:00,BBL,Giessen,Frankfurt,1.72,2.11,81.0,78.0,Assos,159.0,159.5,Under,0.5,79.0,90.0
7.0,02/01/2022,14:00:00,BBL,Gottingen,Basketball Braunschweig,1.34,3.25,88.0,81.0,Assos,169.0,170.0,Under,1.0,85.0,93.0
8.0,02/01/2022,14:00:00,BBL,s.Oliver Wurzburg,Bayreuth,1.66,2.22,84.0,81.0,Assos,165.0,167.0,Under,2.0,80.0,88.0
9.0,02/01/2022,14:00:00,Super-Lig,Galatasaray,Turk Telekom,1.26,3.72,84.0,76.0,Assos,160.0,159.5,Over,0.5,88.0,71.0
11.0,02/01/2022,15:00:00,LKL,Lietkabelis,Jonava,1.23,3.81,83.0,74.0,Assos,157.0,157.0,Under,0.0,88.0,69.0
13.0,02/01/2022,15:00:00,LKL,Nevezis,Zalgiris Kaunas,8.31,1.05,72.0,85.0,Diplo,157.0,159.75,Under,2.75,69.0,77.0
14.0,02/01/2022,15:20:00,LKL,Alytaus Dzukija,Rytas,6.8,1.08,73.0,84.0,Diplo,157.0,156.75,Over,0.25,61.0,88.0
16.0,02/01/2022,16:00:00,ABA-League,KK Krka Novo mesto,Cedevita Olimpija,4.17,1.21,75.0,85.0,Diplo,160.0,161.5,Under,1.5,83.0,90.0
17.0,02/01/2022,16:00:00,BBL,Crailsheim Merlins,Bonn,1.91,1.88,84.0,86.0,Diplo,170.0,171.5,Under,1.5,81.0,76.0
18.0,02/01/2022,17:00:00,BBL,Hamburg,Alba Berlin,2.71,1.46,83.0,87.0,Diplo,170.0,170.5,Under,0.5,80.0,88.0
19.0,02/01/2022,17:00:00,BBL,Ulm,Ludwigsburg,1.75,2.07,81.0,79.0,Assos,160.0,162.0,Under,2.0,78.0,66.0
22.0,02/01/2022,17:30:00,ABA-League,Split,Crvena zvezda mts,8.93,1.05,65.0,80.0,Diplo,145.0,147.5,Under,2.5,62.0,66.0
23.0,02/01/2022,18:00:00,BBL,Bamberg,Bayern,3.79,1.26,76.0,84.0,Diplo,160.0,162.0,Under,2.0,86.0,95.0
25.0,02/01/2022,19:30:00,ABA-League,Cibona,Mornar Bar,1.89,1.85,78.0,77.0,Assos,155.0,156.0,Under,1.0,65.0,82.0
27.0,03/01/2022,16:50:00,ABA-League,Partizan,Zadar,1.05,9.03,78.0,63.0,Assos,141.0,144.5,Under,3.5,103.0,72.0
0.0,04/01/2022,17:30:00,Champions-League,Igokea,Oostende,1.54,2.45,77.0,74.0,Assos,151.0,151.5,Under,0.5,87.0,72.0
1.0,04/01/2022,19:30:00,Champions-League,Dijon,VEF Riga,1.25,3.87,79.0,72.0,Assos,151.0,151.5,Under,0.5,84.0,77.0
2.0,04/01/2022,19:30:00,Champions-League,San Pablo Burgos,Darussafaka,1.4,2.9,82.0,77.0,Assos,159.0,156.0,Over,3.0,83.0,78.0
3.0,04/01/2022,19:30:00,ACB,Unicaja,Basket Zaragoza,1.35,3.23,83.0,77.0,Assos,160.0,159.5,Over,0.5,112.0,72.0
4.0,04/01/2022,20:00:00,ACB,Manresa,Real Madrid,3.31,1.34,77.0,83.0,Diplo,160.0,161.0,Under,1.0,87.0,92.0
5.0,05/01/2022,15:00:00,Lega-A,Olimpia Milano,Virtus Bologna,1.39,3.01,85.0,80.0,Assos,165.0,163.0,Over,2.0,102.0,99.0
6.0,05/01/2022,18:30:00,Champions-League,Hapoel Holon,Besiktas,1.41,2.84,79.0,75.0,Assos,154.0,153.5,Over,0.5,72.0,73.0
7.0,05/01/2022,19:00:00,Champions-League,Strasbourg,PAOK,1.31,3.38,84.0,77.0,Assos,161.0,160.0,Over,1.0,105.0,78.0
8.0,06/01/2022,11:30:00,Champions-League,Manresa,Hapoel Jerusalem,1.62,2.26,81.0,78.0,Assos,159.0,162.0,Under,3.0,85.0,90.0
9.0,06/01/2022,17:30:00,Eurocup,Valencia,Bursaspor,1.11,6.37,91.0,77.0,Assos,168.0,166.5,Over,1.5,86.0,68.0
10.0,06/01/2022,17:30:00,LKL,Siauliai,Zalgiris Kaunas,5.02,1.14,74.0,85.0,Diplo,159.0,163.5,Under,4.5,86.0,89.0
0.0,08/01/2022,12:30:00,Super-Lig,Tofas,Turk Telekom,1.3,3.38,81.0,76.0,Assos,157.0,157.0,Under,0.0,95.0,93.0
1.0,08/01/2022,15:00:00,Super-Lig,Pinar Karsiyaka,Petkim Spor,1.1,6.4,83.0,69.0,Assos,152.0,153.0,Under,1.0,91.0,79.0
2.0,08/01/2022,15:20:00,LKL,Juventus,Lietkabelis,1.82,1.89,80.0,82.0,Diplo,162.0,161.0,Over,1.0,75.0,92.0
3.0,08/01/2022,17:00:00,BBL,Giessen,Gottingen,2.34,1.6,82.0,86.0,Diplo,168.0,169.5,Under,1.5,76.0,87.0
4.0,08/01/2022,17:15:00,Super-Lig,Fenerbahce,Darussafaka,1.26,3.64,79.0,72.0,Assos,151.0,152.0,Under,1.0,61.0,79.0
5.0,08/01/2022,18:00:00,LNB,Fos-sur-Mer,JL Bourg,3.02,1.38,70.0,76.0,Diplo,146.0,149.0,Under,3.0,56.0,63.0
6.0,08/01/2022,19:00:00,Lega-A,Trento,Venezia,1.97,1.83,75.0,76.0,Diplo,151.0,154.5,Under,3.5,81.0,94.0
7.0,08/01/2022,19:30:00,BBL,Ludwigsburg,Bayreuth,1.19,4.68,85.0,76.0,Assos,161.0,163.5,Under,2.5,87.0,67.0
8.0,08/01/2022,19:30:00,LNB,Nanterre,Pau-Orthez,1.5,2.6,83.0,80.0,Assos,163.0,165.0,Under,2.0,101.0,77.0
9.0,08/01/2022,19:30:00,BBL,Syntainics MBC,Ulm,4.54,1.2,80.0,91.0,Diplo,171.0,172.5,Under,1.5,75.0,89.0
10.0,09/01/2022,10:00:00,Lega-A,Cremona,Sassari,1.86,1.9,82.0,83.0,Diplo,165.0,166.0,Under,1.0,89.0,80.0
11.0,09/01/2022,11:00:00,BBL,Bayern,Chemnitz,1.09,7.28,85.0,73.0,Assos,158.0,160.5,Under,2.5,63.0,65.0
12.0,09/01/2022,14:00:00,Super-Lig,Besiktas,Bahcesehir Kol.,2.17,1.66,78.0,80.0,Diplo,158.0,160.5,Under,2.5,82.0,69.0
13.0,09/01/2022,15:00:00,LKL,Rytas,Prienai,1.04,9.02,91.0,73.0,Assos,164.0,163.0,Over,1.0,106.0,77.0
14.0,09/01/2022,15:20:00,LNB,Levallois,Roanne,1.08,7.42,92.0,78.0,Assos,170.0,171.5,Under,1.5,92.0,93.0
15.0,09/01/2022,16:00:00,LNB,Monaco,Le Portel,1.05,9.15,88.0,72.0,Assos,160.0,162.0,Under,2.0,79.0,67.0
17.0,09/01/2022,16:30:00,BBL,Bonn,Hamburg,1.42,2.86,87.0,83.0,Assos,170.0,171.0,Under,1.0,80.0,92.0
18.0,09/01/2022,16:30:00,LNB,Cholet,Lyon-Villeurbanne,4.38,1.2,77.0,87.0,Diplo,164.0,165.5,Under,1.5,85.0,90.0
19.0,09/01/2022,17:00:00,Super-Lig,Galatasaray,Buyukcekmece,1.05,9.32,91.0,75.0,Assos,166.0,169.5,Under,3.5,98.0,78.0
20.0,09/01/2022,17:00:00,Lega-A,Reggiana,Virtus Bologna,3.25,1.32,80.0,87.0,Diplo,167.0,167.0,Under,0.0,81.0,90.0
21.0,09/01/2022,17:15:00,Lega-A,Fortitudo Bologna,Varese,1.36,3.04,85.0,80.0,Assos,165.0,165.5,Under,0.5,101.0,94.0
22.0,09/01/2022,11:00:00,ABA-League,Mega Basket,Cibona,1.25,3.69,79.0,71.0,Assos,150.0,154.75,Under,4.75,93.0,89.0
24.0,09/01/2022,11:30:00,ACB,Unicaja,Valencia,2.0,1.82,80.0,83.0,Diplo,163.0,164.5,Under,1.5,82.0,87.0
25.0,09/01/2022,16:00:00,ACB,Barcelona,Manresa,1.12,6.36,87.0,74.0,Assos,161.0,161.0,Under,0.0,95.0,96.0
27.0,09/01/2022,18:15:00,ACB,Joventut Badalona,Real Madrid,2.67,1.48,74.0,80.0,Diplo,154.0,157.0,Under,3.0,71.0,90.0
0.0,07/11/2021,20:30:00,NBA,Toronto Raptors,Brooklyn Nets,2.35,1.65,102.0,106.0,Diplo,208.0,208.0,Under,0.0,103.0,116.0
1.0,07/11/2021,23:00:00,NBA,New York Knicks,Cleveland Cavaliers,1.32,3.57,108.0,102.0,Assos,210.0,209.5,Over,0.5,109.0,126.0
2.0,07/11/2021,23:00:00,NBA,Orlando Magic,Utah Jazz,5.03,1.19,107.0,116.0,Diplo,223.0,211.5,Over,11.5,107.0,100.0
3.0,07/11/2021,23:00:00,NBA,Sacramento Kings,Indiana Pacers,1.76,2.12,111.0,112.0,Diplo,223.0,222.5,Over,0.5,91.0,94.0
4.0,07/11/2021,23:00:00,NBA,Washington Wizards,Milwaukee Bucks,2.26,1.68,110.0,112.0,Diplo,222.0,221.5,Over,0.5,101.0,94.0
5.0,08/11/2021,00:00:00,NBA,Oklahoma City Thunder,San Antonio Spurs,2.51,1.57,103.0,108.0,Diplo,211.0,211.0,Under,0.0,99.0,94.0
6.0,08/11/2021,01:30:00,NBA,Golden State Warriors,Houston Rockets,1.11,7.27,116.0,106.0,Assos,222.0,221.5,Over,0.5,120.0,107.0
7.0,08/11/2021,02:00:00,NBA,Los Angeles Clippers,Charlotte Hornets,1.5,2.72,114.0,108.0,Assos,222.0,222.5,Under,0.5,120.0,106.0
0.0,11/01/2022,17:45:00,Euroleague,Fenerbahce,Olympiacos,2.67,1.48,74.0,79.0,Diplo,153.0,154.5,Under,1.5,94.0,80.0
1.0,11/01/2022,18:30:00,Eurocup,Hamburg,Turk Telekom,1.6,2.32,82.0,80.0,Assos,162.0,161.5,Over,0.5,94.0,74.0
2.0,11/01/2022,19:00:00,Euroleague,Bayern,Zalgiris Kaunas,1.28,3.75,80.0,72.0,Assos,152.0,150.0,Over,2.0,74.0,65.0
3.0,11/01/2022,19:30:00,Euroleague,Barcelona,Olimpia Milano,1.35,3.32,80.0,73.0,Assos,153.0,152.0,Over,1.0,73.0,75.0
4.0,11/01/2022,20:00:00,Champions-League,Besiktas,Hapoel Holon,1.56,2.41,78.0,74.0,Assos,152.0,150.5,Over,1.5,70.0,72.0
5.0,12/01/2022,17:00:00,Eurocup,Lietkabelis,Levallois,2.32,1.6,78.0,82.0,Diplo,160.0,159.0,Over,1.0,96.0,89.0
6.0,12/01/2022,17:00:00,Champions-League,PAOK,Strasbourg,2.93,1.42,74.0,87.0,Diplo,161.0,162.5,Under,1.5,79.0,80.0
7.0,12/01/2022,17:30:00,Eurocup,Buducnost,Bursaspor,1.22,4.14,83.0,75.0,Assos,158.0,157.25,Over,0.75,83.0,82.0
8.0,12/01/2022,18:00:00,Eurocup,Ulm,Valencia,2.59,1.49,81.0,87.0,Diplo,168.0,166.0,Over,2.0,70.0,76.0
9.0,12/01/2022,18:30:00,Euroleague,Panathinaikos,CSKA Moscow,3.17,1.37,76.0,82.0,Diplo,158.0,158.0,Under,0.0,74.0,98.0
10.0,12/01/2022,19:00:00,Eurocup,Partizan,Trento,1.07,8.98,85.0,70.0,Assos,155.0,155.0,Under,0.0,97.0,65.0
11.0,12/01/2022,19:00:00,Champions-League,Tenerife,Pinar Karsiyaka,1.29,3.57,81.0,73.0,Assos,154.0,155.0,Under,1.0,76.0,69.0
12.0,12/01/2022,19:30:00,Champions-League,Treviso,Lavrio,1.13,5.76,83.0,69.0,Assos,152.0,151.5,Over,0.5,87.0,72.0
13.0,12/01/2022,19:30:00,Eurocup,Virtus Bologna,JL Bourg,1.12,6.21,89.0,76.0,Assos,165.0,164.5,Over,0.5,83.0,82.0
14.0,12/01/2022,19:30:00,Eurocup,Joventut Badalona,Lokomotiv Kuban,1.6,2.32,87.0,85.0,Assos,172.0,171.0,Over,1.0,100.0,77.0
0.0,14/01/2022,17:00:00,Euroleague,CSKA Moscow,Lyon-Villeurbanne,1.11,6.76,86.0,72.0,Assos,158.0,160.0,Under,2.0,90.0,83.0
1.0,14/01/2022,19:00:00,LNB,Gravelines-Dunkerque,Dijon,1.59,2.36,78.0,76.0,Assos,154.0,157.5,Under,3.5,67.0,76.0
2.0,14/01/2022,19:00:00,LNB,Le Portel,Cholet,1.8,2.0,78.0,81.0,Diplo,159.0,162.5,Under,3.5,69.0,85.0
4.0,14/01/2022,19:00:00,LNB,Roanne,Fos-sur-Mer,1.42,2.85,85.0,80.0,Assos,165.0,164.5,Over,0.5,101.0,76.0
5.0,14/01/2022,19:30:00,BBL,Hamburg,Syntainics MBC,1.14,5.82,94.0,81.0,Assos,175.0,177.5,Under,2.5,84.0,76.0
6.0,14/01/2022,19:45:00,Euroleague,Real Madrid,Baskonia,1.25,4.09,82.0,74.0,Assos,156.0,157.5,Under,1.5,89.0,74.0
8.0,15/01/2022,17:00:00,LNB,JL Bourg,Chalons-Reims,1.2,4.44,85.0,76.0,Assos,161.0,162.5,Under,1.5,97.0,98.0
9.0,15/01/2022,19:00:00,LNB,Nanterre,Monaco,2.41,1.56,80.0,87.0,Diplo,167.0,168.0,Under,1.0,87.0,83.0
10.0,15/01/2022,19:00:00,LNB,Pau-Orthez,Orleans,1.34,3.22,85.0,79.0,Assos,164.0,164.5,Under,0.5,94.0,85.0
11.0,15/01/2022,19:00:00,LNB,Strasbourg,Limoges,1.49,2.57,80.0,76.0,Assos,156.0,157.0,Under,1.0,97.0,66.0
12.0,15/01/2022,19:00:00,BBL,Oldenburg,Ludwigsburg,1.86,1.92,78.0,82.0,Diplo,160.0,161.5,Under,1.5,57.0,79.0
13.0,15/01/2022,10:00:00,Super-Lig,Bahcesehir Kol.,Pinar Karsiyaka,1.7,2.1,79.0,78.0,Assos,157.0,158.5,Under,1.5,104.0,99.0
14.0,15/01/2022,12:30:00,Super-Lig,Buyukcekmece,Tofas,3.37,1.31,82.0,88.0,Diplo,170.0,168.0,Over,2.0,87.0,89.0
15.0,15/01/2022,15:00:00,Super-Lig,Darussafaka,Galatasaray,1.91,1.84,79.0,79.0,Diplo,158.0,159.0,Under,1.0,83.0,82.0
16.0,15/01/2022,15:00:00,Basket-League,Larisa,Aris,1.77,2.02,76.0,73.0,Assos,149.0,150.0,Under,1.0,84.0,81.0
17.0,15/01/2022,15:00:00,Basket-League,PAOK,Kolossos Rhodes,1.49,2.59,80.0,74.0,Assos,154.0,155.0,Under,1.0,86.0,80.0
