,Date,Time,League,Home_Team,Away_Team,Odd_Home_Mean,Odd_Away_Mean,Pred_Score_Home,Pred_Score_Away,Predicted_Result,Predicted_Points_Sum,Line,Predicted_Line,Difference,Actual_Score_Home,Actual_Score_Away
5.0,06/11/2021,00:00:00,NBA,Minnesota Timberwolves,Los Angeles Clippers,2.23,1.69,106.0,110.0,Diplo,216.0,215.5,Over,0.5,84.0,104.0
6.0,06/11/2021,02:00:00,NBA,Golden State Warriors,New Orleans Pelicans,1.25,4.25,113.0,106.0,Assos,219.0,219.5,Under,0.5,126.0,85.0
0.0,10/11/2021,17:00:00,Eurocup,Lietkabelis,Hamburg,1.65,2.22,78.0,78.0,Diplo,156.0,154.5,Over,1.5,96.0,100.0
1.0,10/11/2021,17:00:00,Champions-League,Tofas,Strasbourg,1.42,2.79,84.0,78.0,Assos,162.0,162.5,Under,0.5,85.0,75.0
2.0,10/11/2021,17:30:00,Eurocup,Promitheas,Bursaspor,2.05,1.75,79.0,83.0,Diplo,162.0,163.0,Under,1.0,83.0,80.0
3.0,10/11/2021,17:45:00,Eurocup,Cedevita Olimpija,Ulm,1.4,2.9,87.0,80.0,Assos,167.0,164.5,Over,2.5,96.0,101.0
4.0,10/11/2021,19:00:00,Eurocup,MoraBanc Andorra,Partizan,2.31,1.61,75.0,79.0,Diplo,154.0,153.0,Over,1.0,61.0,60.0
5.0,10/11/2021,19:00:00,Champions-League,Oostende,BC Kalev/Cramo,1.62,2.26,78.0,78.0,Diplo,156.0,154.5,Over,1.5,99.0,66.0
6.0,10/11/2021,19:00:00,Eurocup,Virtus Bologna,Valencia,1.37,3.05,86.0,80.0,Assos,166.0,164.0,Over,2.0,96.0,97.0
7.0,10/11/2021,19:00:00,Eurocup,Gran Canaria,JL Bourg,1.27,3.75,81.0,73.0,Assos,154.0,154.5,Under,0.5,78.0,49.0
8.0,10/11/2021,19:30:00,Eurocup,Joventut Badalona,Turk Telekom,1.26,3.87,77.0,67.0,Assos,144.0,147.5,Under,3.5,76.0,48.0
0.0,11/11/2021,17:00:00,Euroleague,CSKA Moscow,Maccabi Tel Aviv,1.46,2.74,84.0,79.0,Assos,163.0,159.5,Over,3.5,74.0,73.0
1.0,11/11/2021,18:00:00,Euroleague,Crvena zvezda mts,Lyon-Villeurbanne,1.74,2.11,73.0,73.0,Assos,146.0,146.0,Under,0.0,73.0,67.0
2.0,11/11/2021,19:00:00,Euroleague,Alba Berlin,Anadolu Efes,3.01,1.4,81.0,85.0,Diplo,166.0,163.5,Over,2.5,63.0,90.0
3.0,11/11/2021,19:00:00,Euroleague,Panathinaikos,Unics Kazan,1.75,2.11,78.0,77.0,Assos,155.0,152.5,Over,2.5,72.0,74.0
4.0,11/11/2021,20:00:00,Euroleague,Barcelona,Baskonia,1.17,5.33,79.0,68.0,Assos,147.0,147.0,Under,0.0,93.0,67.0
5.0,12/11/2021,17:00:00,Euroleague,Zenit Petersburg,Olympiacos,1.73,2.16,74.0,73.0,Assos,147.0,148.0,Under,1.0,84.0,78.0
6.0,12/11/2021,17:45:00,Euroleague,Fenerbahce,Olimpia Milano,1.64,2.29,78.0,76.0,Assos,154.0,152.0,Over,2.0,43.0,68.0
7.0,12/11/2021,19:00:00,LNB,Le Portel,Pau-Orthez,2.2,1.66,76.0,81.0,Diplo,157.0,155.5,Over,1.5,89.0,93.0
8.0,12/11/2021,19:00:00,Euroleague,Monaco,Bayern,1.79,2.05,78.0,77.0,Assos,155.0,154.0,Over,1.0,94.0,71.0
9.0,12/11/2021,19:30:00,LNB,Dijon,Chalons-Reims,1.27,3.74,86.0,78.0,Assos,164.0,161.0,Over,3.0,94.0,89.0
10.0,12/11/2021,19:30:00,LNB,Levallois,Limoges,1.26,3.78,83.0,76.0,Assos,159.0,156.0,Over,3.0,80.0,74.0
11.0,12/11/2021,19:45:00,Euroleague,Real Madrid,Zalgiris Kaunas,1.06,10.09,86.0,70.0,Assos,156.0,153.5,Over,2.5,95.0,82.0
0.0,13/11/2021,10:00:00,Super-Lig,Afyon Belediye,Petkim Spor,1.75,2.04,76.0,76.0,Assos,152.0,151.0,Over,1.0,91.0,70.0
1.0,13/11/2021,12:30:00,Super-Lig,Turk Telekom,Bursaspor,1.34,3.14,76.0,70.0,Assos,146.0,149.0,Under,3.0,83.0,82.0
2.0,13/11/2021,13:00:00,VTB,Nizhny Novgorod,Tsmoki Minsk,1.15,5.24,83.0,71.0,Assos,154.0,155.5,Under,1.5,72.0,65.0
3.0,13/11/2021,15:00:00,Super-Lig,Darussafaka,Bahcesehir Kol.,1.61,2.26,79.0,76.0,Assos,155.0,155.0,Under,0.0,68.0,66.0
4.0,13/11/2021,15:00:00,Basket-League,Ionikos,Promitheas,3.26,1.33,76.0,81.0,Diplo,157.0,157.5,Under,0.5,65.0,88.0
5.0,13/11/2021,15:00:00,Basket-League,Kolossos Rhodes,Lavrio,1.8,1.98,78.0,78.0,Diplo,156.0,155.0,Over,1.0,82.0,59.0
6.0,13/11/2021,17:00:00,ACB,Joventut Badalona,Basket Zaragoza,1.35,3.23,81.0,74.0,Assos,155.0,155.5,Under,0.5,84.0,78.0
7.0,13/11/2021,17:00:00,ACB,MoraBanc Andorra,Murcia,1.8,2.02,81.0,80.0,Assos,161.0,161.5,Under,0.5,90.0,89.0
8.0,13/11/2021,17:15:00,Super-Lig,Buyukcekmece,Anadolu Efes,6.83,1.09,77.0,90.0,Diplo,167.0,167.5,Under,0.5,71.0,96.0
9.0,13/11/2021,18:00:00,Basket-League,Panathinaikos,AEK Athens,1.12,6.16,86.0,75.0,Assos,161.0,158.0,Over,3.0,100.0,75.0
10.0,13/11/2021,18:00:00,VTB,Zielona Gora,Lokomotiv Kuban,4.53,1.19,83.0,95.0,Diplo,178.0,179.5,Under,1.5,90.0,98.0
11.0,13/11/2021,19:00:00,Lega-A,Brindisi,Trento,1.29,3.55,83.0,75.0,Assos,158.0,158.5,Under,0.5,78.0,80.0
12.0,13/11/2021,19:00:00,LNB,Le Mans,Strasbourg,1.59,2.35,83.0,81.0,Assos,164.0,165.0,Under,1.0,88.0,80.0
13.0,13/11/2021,19:00:00,LNB,Nanterre,Gravelines-Dunkerque,1.42,2.83,85.0,79.0,Assos,164.0,163.5,Over,0.5,88.0,86.0
14.0,13/11/2021,19:30:00,ACB,Gran Canaria,Baskonia,1.71,2.16,78.0,76.0,Assos,154.0,153.0,Over,1.0,83.0,77.0
15.0,13/11/2021,19:45:00,ACB,Unicaja,San Pablo Burgos,1.45,2.8,82.0,77.0,Assos,159.0,157.0,Over,2.0,89.0,78.0
16.0,13/11/2021,19:45:00,Super-Lig,Pinar Karsiyaka,Besiktas,1.28,3.58,76.0,69.0,Assos,145.0,147.5,Under,2.5,67.0,79.0
17.0,14/11/2021,10:00:00,ACB,Bilbao,Obradoiro CAB,1.56,2.46,82.0,79.0,Assos,161.0,164.0,Under,3.0,80.0,76.0
18.0,14/11/2021,11:30:00,ACB,Fuenlabrada,Real Madrid,6.66,1.12,76.0,89.0,Diplo,165.0,166.0,Under,1.0,85.0,88.0
19.0,14/11/2021,11:30:00,Super-Lig,Tofas,Gaziantep,1.3,3.44,86.0,79.0,Assos,165.0,164.5,Over,0.5,70.0,89.0
20.0,14/11/2021,12:30:00,Basket-League,Aris,Iraklis,1.6,2.28,75.0,72.0,Assos,147.0,149.0,Under,2.0,83.0,78.0
21.0,14/11/2021,15:00:00,Lega-A,Brescia,Virtus Bologna,3.16,1.35,79.0,86.0,Diplo,165.0,165.5,Under,0.5,74.0,103.0
22.0,14/11/2021,15:00:00,Basket-League,Larisa,Peristeri,2.58,1.48,75.0,77.0,Diplo,152.0,150.0,Over,2.0,63.0,78.0
23.0,14/11/2021,15:00:00,Lega-A,Fortitudo Bologna,Venezia,2.92,1.4,76.0,81.0,Diplo,157.0,158.0,Under,1.0,77.0,91.0
24.0,14/11/2021,16:00:00,LNB,Lyon-Villeurbanne,JL Bourg,1.23,4.1,81.0,72.0,Assos,153.0,152.5,Over,0.5,85.0,77.0
25.0,14/11/2021,16:00:00,LNB,Monaco,Cholet,1.09,7.52,90.0,75.0,Assos,165.0,164.5,Over,0.5,102.0,59.0
26.0,14/11/2021,16:00:00,ACB,Real Betis,Tenerife,3.29,1.34,77.0,84.0,Diplo,161.0,161.5,Under,0.5,72.0,81.0
27.0,14/11/2021,16:00:00,LNB,Roanne,Orleans,1.6,2.31,86.0,85.0,Assos,171.0,171.5,Under,0.5,94.0,76.0
28.0,14/11/2021,16:00:00,ACB,Barcelona,Valencia,1.21,4.53,80.0,71.0,Assos,151.0,152.0,Under,1.0,79.0,87.0
29.0,14/11/2021,16:30:00,Lega-A,Olimpia Milano,Reggiana,1.1,6.76,85.0,72.0,Assos,157.0,157.0,Under,0.0,84.0,74.0
30.0,14/11/2021,17:30:00,Basket-League,Olympiacos,PAOK,1.01,13.48,94.0,74.0,Assos,168.0,165.5,Over,2.5,86.0,68.0
31.0,14/11/2021,17:30:00,Lega-A,Treviso,Cremona,1.3,3.5,85.0,76.0,Assos,161.0,162.0,Under,1.0,96.0,83.0
32.0,14/11/2021,18:00:00,ACB,Manresa,Breogan,1.59,2.4,82.0,79.0,Assos,161.0,159.5,Over,1.5,86.0,75.0
33.0,14/11/2021,18:30:00,Lega-A,Trieste,Varese,1.25,3.92,85.0,76.0,Assos,161.0,161.0,Under,0.0,70.0,86.0
0.0,16/11/2021,17:00:00,Eurocup,Turk Telekom,Lokomotiv Kuban,2.43,1.55,81.0,86.0,Diplo,167.0,165.5,Over,1.5,88.0,85.0
1.0,16/11/2021,18:00:00,Euroleague,Zalgiris Kaunas,Panathinaikos,1.82,2.01,78.0,77.0,Assos,155.0,153.0,Over,2.0,76.0,69.0
2.0,16/11/2021,18:30:00,Eurocup,Hamburg,Levallois,1.85,1.93,82.0,83.0,Diplo,165.0,164.5,Over,0.5,84.0,94.0
3.0,16/11/2021,19:00:00,Euroleague,Lyon-Villeurbanne,Real Madrid,2.9,1.42,76.0,82.0,Diplo,158.0,157.5,Over,0.5,74.0,87.0
4.0,16/11/2021,19:30:00,Euroleague,Baskonia,Crvena zvezda mts,1.54,2.54,74.0,69.0,Assos,143.0,143.5,Under,0.5,93.0,74.0
5.0,16/11/2021,19:30:00,Euroleague,Bayern,Fenerbahce,1.78,2.08,77.0,77.0,Diplo,154.0,151.0,Over,3.0,71.0,63.0
6.0,16/11/2021,19:30:00,Champions-League,Brindisi,Darussafaka,1.38,2.96,81.0,74.0,Assos,155.0,154.5,Over,0.5,82.0,73.0
7.0,16/11/2021,19:30:00,Champions-League,Dijon,Unicaja,2.41,1.55,74.0,78.0,Diplo,152.0,154.5,Under,2.5,78.0,63.0
8.0,16/11/2021,19:30:00,Eurocup,Virtus Bologna,Venezia,1.2,4.45,88.0,78.0,Assos,166.0,164.5,Over,1.5,90.0,84.0
9.0,16/11/2021,20:00:00,Eurocup,Joventut Badalona,MoraBanc Andorra,1.33,3.3,83.0,75.0,Assos,158.0,157.0,Over,1.0,90.0,80.0
10.0,17/11/2021,16:00:00,Euroleague,Zenit Petersburg,Alba Berlin,1.23,4.32,82.0,71.0,Assos,153.0,151.0,Over,2.0,75.0,66.0
11.0,17/11/2021,17:00:00,Eurocup,Bursaspor,Gran Canaria,2.57,1.49,78.0,82.0,Diplo,160.0,157.5,Over,2.5,74.0,85.0
12.0,17/11/2021,17:00:00,Euroleague,Unics Kazan,Olimpia Milano,2.72,1.47,70.0,77.0,Diplo,147.0,147.0,Under,0.0,97.0,71.0
13.0,17/11/2021,17:30:00,Euroleague,Anadolu Efes,Olympiacos,1.41,2.94,82.0,77.0,Assos,159.0,157.5,Over,1.5,88.0,69.0
14.0,17/11/2021,18:00:00,Eurocup,Buducnost,Cedevita Olimpija,1.39,2.92,81.0,76.0,Assos,157.0,155.5,Over,1.5,91.0,60.0
15.0,17/11/2021,18:30:00,Eurocup,Ulm,Promitheas,1.34,3.18,84.0,78.0,Assos,162.0,157.0,Over,5.0,65.0,71.0
16.0,17/11/2021,19:00:00,Euroleague,Maccabi Tel Aviv,Monaco,1.35,3.27,83.0,76.0,Assos,159.0,156.0,Over,3.0,95.0,84.0
17.0,17/11/2021,19:05:00,Eurocup,Partizan,Lietkabelis,1.11,6.3,79.0,64.0,Assos,143.0,145.5,Under,2.5,84.0,77.0
18.0,17/11/2021,19:30:00,Eurocup,Valencia,JL Bourg,1.1,6.61,86.0,70.0,Assos,156.0,154.5,Over,1.5,98.0,95.0
19.0,17/11/2021,19:30:00,Euroleague,Barcelona,CSKA Moscow,1.38,3.15,80.0,73.0,Assos,153.0,152.5,Over,0.5,81.0,73.0
0.0,18/11/2021,19:00:00,LNB,Strasbourg,Fos-sur-Mer,1.23,4.18,82.0,73.0,Assos,155.0,153.5,Over,1.5,80.0,69.0
1.0,18/11/2021,19:30:00,Euroleague,Bayern,Panathinaikos,1.28,3.77,81.0,73.0,Assos,154.0,152.5,Over,1.5,81.0,78.0
2.0,18/11/2021,19:45:00,Euroleague,Real Madrid,Crvena zvezda mts,1.07,9.31,86.0,67.0,Assos,153.0,150.0,Over,3.0,79.0,67.0
3.0,19/11/2021,16:00:00,Euroleague,Unics Kazan,Alba Berlin,1.32,3.42,79.0,73.0,Assos,152.0,151.5,Over,0.5,85.0,71.0
4.0,19/11/2021,17:15:00,Euroleague,Anadolu Efes,Monaco,1.23,4.32,88.0,78.0,Assos,166.0,164.0,Over,2.0,98.0,77.0
5.0,19/11/2021,17:45:00,Euroleague,Zenit Petersburg,Olimpia Milano,1.81,2.04,74.0,75.0,Diplo,149.0,148.5,Over,0.5,74.0,70.0
6.0,19/11/2021,18:45:00,Euroleague,Zalgiris Kaunas,Fenerbahce,2.54,1.53,70.0,75.0,Diplo,145.0,146.5,Under,1.5,86.0,75.0
7.0,19/11/2021,19:00:00,LNB,Chalons-Reims,Limoges,1.8,2.0,80.0,80.0,Assos,160.0,160.0,Under,0.0,71.0,101.0
8.0,19/11/2021,19:00:00,Euroleague,Olympiacos,Maccabi Tel Aviv,1.4,3.01,83.0,77.0,Assos,160.0,156.0,Over,4.0,90.0,73.0
9.0,19/11/2021,19:00:00,LNB,Roanne,Le Portel,1.37,3.12,86.0,80.0,Assos,166.0,163.5,Over,2.5,89.0,86.0
10.0,19/11/2021,19:30:00,BBL,Bamberg,Bonn,1.64,2.25,85.0,84.0,Assos,169.0,169.0,Under,0.0,80.0,100.0
11.0,19/11/2021,19:30:00,Euroleague,Baskonia,CSKA Moscow,2.69,1.48,75.0,81.0,Diplo,156.0,154.5,Over,1.5,74.0,81.0
12.0,19/11/2021,20:00:00,Euroleague,Lyon-Villeurbanne,Barcelona,3.06,1.39,72.0,77.0,Diplo,149.0,151.5,Under,2.5,60.0,80.0
0.0,20/11/2021,10:00:00,Super-Lig,Gaziantep,Turk Telekom,1.67,2.15,73.0,73.0,Diplo,146.0,147.5,Under,1.5,83.0,72.0
1.0,20/11/2021,12:30:00,Super-Lig,Bursaspor,Buyukcekmece,1.28,3.54,84.0,78.0,Assos,162.0,163.0,Under,1.0,85.0,83.0
2.0,20/11/2021,15:00:00,Basket-League,Peristeri,Apollon Patras,1.17,4.93,81.0,70.0,Assos,151.0,150.0,Over,1.0,78.0,68.0
3.0,20/11/2021,15:00:00,Basket-League,Promitheas,Kolossos Rhodes,1.29,3.56,80.0,73.0,Assos,153.0,155.0,Under,2.0,76.0,61.0
4.0,20/11/2021,15:00:00,BBL,Basketball Braunschweig,Ludwigsburg,2.93,1.4,79.0,85.0,Diplo,164.0,166.0,Under,2.0,80.0,91.0
5.0,20/11/2021,17:00:00,BBL,Bayreuth,Syntainics MBC,1.35,3.21,90.0,84.0,Assos,174.0,173.0,Over,1.0,100.0,68.0
6.0,20/11/2021,17:00:00,ACB,Obradoiro CAB,Basket Zaragoza,1.74,2.11,80.0,80.0,Assos,160.0,160.0,Under,0.0,87.0,82.0
7.0,20/11/2021,17:00:00,ACB,Unicaja,Fuenlabrada,1.23,4.2,88.0,80.0,Assos,168.0,168.5,Under,0.5,90.0,86.0
8.0,20/11/2021,17:00:00,Basket-League,Lavrio,AEK Athens,1.69,2.14,77.0,76.0,Assos,153.0,155.5,Under,2.5,81.0,82.0
9.0,20/11/2021,17:15:00,LNB,Dijon,Orleans,1.19,4.67,85.0,75.0,Assos,160.0,160.5,Under,0.5,79.0,87.0
10.0,20/11/2021,18:00:00,LNB,Le Mans,JL Bourg,1.68,2.17,79.0,79.0,Diplo,158.0,157.0,Over,1.0,68.0,66.0
11.0,20/11/2021,19:00:00,LNB,Cholet,Nanterre,1.9,1.89,83.0,86.0,Diplo,169.0,169.0,Under,0.0,71.0,86.0
12.0,20/11/2021,19:00:00,BBL,Crailsheim Merlins,Hamburg,1.76,2.06,82.0,82.0,Assos,164.0,164.5,Under,0.5,90.0,73.0
13.0,20/11/2021,19:00:00,BBL,Oldenburg,Giessen,1.17,5.14,89.0,77.0,Assos,166.0,166.5,Under,0.5,72.0,75.0
14.0,20/11/2021,19:30:00,ACB,Tenerife,Gran Canaria,1.43,2.87,81.0,76.0,Assos,157.0,157.5,Under,0.5,98.0,89.0
15.0,20/11/2021,19:30:00,ACB,Valencia,Bilbao,1.13,6.02,89.0,75.0,Assos,164.0,164.5,Under,0.5,100.0,84.0
16.0,20/11/2021,19:30:00,Super-Lig,Bahcesehir Kol.,Petkim Spor,1.17,5.05,82.0,72.0,Assos,154.0,154.5,Under,0.5,94.0,69.0
17.0,20/11/2021,19:45:00,VTB,Enisey,Saratov,2.21,1.64,85.0,89.0,Diplo,174.0,173.0,Over,1.0,95.0,101.0
18.0,20/11/2021,19:45:00,ACB,Real Madrid,Real Betis,1.07,9.26,87.0,71.0,Assos,158.0,156.5,Over,1.5,71.0,48.0
19.0,21/11/2021,10:00:00,Super-Lig,Pinar Karsiyaka,Afyon Belediye,1.12,6.35,84.0,70.0,Assos,154.0,154.5,Under,0.5,90.0,76.0
20.0,21/11/2021,10:00:00,BBL,Gottingen,Bayern,5.17,1.16,73.0,85.0,Diplo,158.0,160.5,Under,2.5,66.0,80.0
22.0,21/11/2021,12:30:00,Super-Lig,Anadolu Efes,Darussafaka,1.06,9.42,87.0,71.0,Assos,158.0,160.5,Under,2.5,84.0,76.0
23.0,21/11/2021,14:00:00,ACB,Baskonia,MoraBanc Andorra,1.36,3.22,83.0,76.0,Assos,159.0,158.5,Over,0.5,83.0,77.0
24.0,21/11/2021,14:00:00,BBL,Ulm,Alba Berlin,3.45,1.3,74.0,83.0,Diplo,157.0,157.5,Under,0.5,66.0,71.0
25.0,21/11/2021,15:00:00,ACB,Murcia,Manresa,1.42,2.9,88.0,83.0,Assos,171.0,168.5,Over,2.5,71.0,67.0
26.0,21/11/2021,16:00:00,Super-Lig,Besiktas,Fenerbahce,3.23,1.35,70.0,76.0,Diplo,146.0,146.5,Under,0.5,74.0,82.0
27.0,21/11/2021,16:00:00,Basket-League,PAOK,Larisa,1.12,5.77,83.0,70.0,Assos,153.0,154.5,Under,1.5,82.0,71.0
28.0,21/11/2021,17:00:00,ACB,San Pablo Burgos,Barcelona,4.21,1.23,72.0,84.0,Diplo,156.0,156.5,Under,0.5,69.0,83.0
29.0,21/11/2021,17:30:00,BBL,s.Oliver Wurzburg,Frankfurt,1.35,3.19,81.0,75.0,Assos,156.0,157.5,Under,1.5,78.0,83.0
30.0,21/11/2021,18:00:00,Basket-League,Olympiacos,Panathinaikos,1.33,3.25,82.0,75.0,Assos,157.0,157.5,Under,0.5,76.0,81.0
31.0,21/11/2021,10:00:00,Super-Lig,Bahcesehir Kol.,Petkim Spor,1.21,4.34,80.0,72.0,Assos,152.0,153.0,Under,1.0,94.0,69.0
34.0,21/11/2021,16:00:00,LNB,Lyon-Villeurbanne,Levallois,1.42,2.86,82.0,80.0,Assos,162.0,162.5,Under,0.5,64.0,85.0
35.0,21/11/2021,16:00:00,Lega-A,Venezia,Trieste,1.32,3.37,80.0,74.0,Assos,154.0,155.5,Under,1.5,84.0,77.0
36.0,21/11/2021,16:00:00,Lega-A,Olimpia Milano,Treviso,1.16,5.16,86.0,75.0,Assos,161.0,161.5,Under,0.5,85.0,55.0
37.0,21/11/2021,16:30:00,Lega-A,Trento,Fortitudo Bologna,1.4,2.95,83.0,79.0,Assos,162.0,161.0,Over,1.0,84.0,71.0
38.0,21/11/2021,17:00:00,Lega-A,Reggiana,Brescia,1.63,2.26,80.0,80.0,Assos,160.0,159.0,Over,1.0,80.0,61.0
40.0,21/11/2021,18:00:00,Lega-A,Virtus Bologna,Brindisi,1.26,3.8,88.0,81.0,Assos,169.0,167.0,Over,2.0,90.0,82.0
41.0,21/11/2021,18:00:00,Lega-A,Cremona,Pesaro,1.41,2.88,82.0,78.0,Assos,160.0,159.5,Over,0.5,84.0,88.0
42.0,25/11/2021,17:00:00,Euroleague,CSKA Moscow,Bayern,1.29,3.68,84.0,77.0,Assos,161.0,156.0,Over,5.0,77.0,74.0
43.0,25/11/2021,17:45:00,Euroleague,Fenerbahce,Anadolu Efes,2.55,1.54,77.0,82.0,Diplo,159.0,156.0,Over,3.0,84.0,89.0
44.0,25/11/2021,19:30:00,Euroleague,Alba Berlin,Maccabi Tel Aviv,2.65,1.49,78.0,83.0,Diplo,161.0,157.0,Over,4.0,91.0,86.0
45.0,25/11/2021,19:30:00,Euroleague,Baskonia,Real Madrid,3.0,1.4,74.0,80.0,Diplo,154.0,154.5,Under,0.5,60.0,88.0
46.0,25/11/2021,19:30:00,Euroleague,Panathinaikos,Zenit Petersburg,2.39,1.6,74.0,76.0,Diplo,150.0,150.5,Under,0.5,70.0,64.0
47.0,26/11/2021,18:00:00,Euroleague,Crvena zvezda mts,Unics Kazan,1.75,2.11,72.0,71.0,Assos,143.0,142.5,Over,0.5,78.0,98.0
48.0,26/11/2021,19:00:00,Euroleague,Monaco,Lyon-Villeurbanne,1.4,2.98,85.0,78.0,Assos,163.0,159.5,Over,3.5,84.0,85.0
49.0,26/11/2021,19:30:00,Euroleague,Olimpia Milano,Olympiacos,1.46,2.75,81.0,75.0,Assos,156.0,152.5,Over,3.5,72.0,93.0
50.0,26/11/2021,20:00:00,Euroleague,Barcelona,Zalgiris Kaunas,1.1,7.44,83.0,68.0,Assos,151.0,149.0,Over,2.0,96.0,73.0
0.0,25/11/2021,17:00:00,Euroleague,CSKA Moscow,Bayern,1.29,3.68,84.0,77.0,Assos,161.0,156.0,Over,5.0,77.0,74.0
1.0,25/11/2021,17:45:00,Euroleague,Fenerbahce,Anadolu Efes,2.55,1.54,77.0,82.0,Diplo,159.0,156.0,Over,3.0,84.0,89.0
2.0,25/11/2021,19:30:00,Euroleague,Alba Berlin,Maccabi Tel Aviv,2.65,1.49,78.0,83.0,Diplo,161.0,157.0,Over,4.0,91.0,86.0
3.0,25/11/2021,19:30:00,Euroleague,Baskonia,Real Madrid,3.0,1.4,74.0,80.0,Diplo,154.0,154.5,Under,0.5,60.0,88.0
4.0,25/11/2021,19:30:00,Euroleague,Panathinaikos,Zenit Petersburg,2.39,1.6,74.0,76.0,Diplo,150.0,150.5,Under,0.5,70.0,64.0
5.0,26/11/2021,18:00:00,Euroleague,Crvena zvezda mts,Unics Kazan,1.75,2.11,72.0,71.0,Assos,143.0,142.5,Over,0.5,78.0,98.0
6.0,26/11/2021,19:00:00,Euroleague,Monaco,Lyon-Villeurbanne,1.4,2.98,85.0,78.0,Assos,163.0,159.5,Over,3.5,84.0,85.0
7.0,26/11/2021,19:30:00,Euroleague,Olimpia Milano,Olympiacos,1.46,2.75,81.0,75.0,Assos,156.0,152.5,Over,3.5,72.0,93.0
8.0,26/11/2021,20:00:00,Euroleague,Barcelona,Zalgiris Kaunas,1.1,7.44,83.0,68.0,Assos,151.0,149.0,Over,2.0,96.0,73.0
0.0,02/12/2021,17:00:00,Euroleague,CSKA Moscow,Panathinaikos,1.12,6.58,89.0,74.0,Assos,163.0,159.5,Over,3.5,97.0,77.0
1.0,02/12/2021,17:45:00,Euroleague,Fenerbahce,Monaco,1.32,3.43,84.0,77.0,Assos,161.0,156.5,Over,4.5,96.0,86.0
2.0,02/12/2021,18:00:00,Euroleague,Zalgiris Kaunas,Baskonia,1.62,2.34,78.0,76.0,Assos,154.0,153.5,Over,0.5,72.0,68.0
3.0,02/12/2021,18:30:00,Euroleague,Bayern,Lyon-Villeurbanne,1.33,3.35,80.0,75.0,Assos,155.0,153.0,Over,2.0,73.0,65.0
4.0,02/12/2021,19:45:00,Euroleague,Real Madrid,Maccabi Tel Aviv,1.25,4.04,84.0,76.0,Assos,160.0,156.5,Over,3.5,72.0,70.0
5.0,03/12/2021,16:00:00,Euroleague,Unics Kazan,Olympiacos,1.98,1.85,75.0,78.0,Diplo,153.0,152.5,Over,0.5,84.0,87.0
6.0,03/12/2021,17:30:00,Euroleague,Anadolu Efes,Barcelona,1.56,2.45,80.0,78.0,Assos,158.0,156.0,Over,2.0,93.0,95.0
7.0,03/12/2021,18:00:00,Euroleague,Zenit Petersburg,Crvena zvezda mts,1.22,4.31,77.0,69.0,Assos,146.0,144.5,Over,1.5,58.0,69.0
8.0,03/12/2021,19:00:00,Euroleague,Alba Berlin,Olimpia Milano,3.04,1.39,73.0,80.0,Diplo,153.0,154.0,Under,1.0,81.0,76.0
9.0,03/12/2021,16:00:00,Super-Lig,Pinar Karsiyaka,Galatasaray,1.56,2.35,82.0,78.0,Assos,160.0,161.5,Under,1.5,73.0,67.0
10.0,03/12/2021,17:00:00,ABA-League,Split,Borac,2.11,1.68,77.0,77.0,Diplo,154.0,155.5,Under,1.5,66.0,80.0
11.0,03/12/2021,19:30:00,BBL,Giessen,Ulm,3.3,1.33,77.0,84.0,Diplo,161.0,163.0,Under,2.0,76.0,87.0
13.0,04/12/2021,10:00:00,Super-Lig,Gaziantep,Darussafaka,1.64,2.21,77.0,74.0,Assos,151.0,152.5,Under,1.5,69.0,71.0
14.0,04/12/2021,12:30:00,Basket-League,Apollon Patras,PAOK,2.25,1.61,74.0,75.0,Diplo,149.0,151.0,Under,2.0,95.0,91.0
15.0,04/12/2021,15:00:00,Super-Lig,Besiktas,Tofas,1.87,1.89,79.0,79.0,Assos,158.0,157.0,Over,1.0,82.0,83.0
16.0,04/12/2021,15:00:00,LKL,Pieno Zvaigzdes,Juventus,2.68,1.42,83.0,86.0,Diplo,169.0,167.0,Over,2.0,76.0,90.0
17.0,04/12/2021,15:20:00,LNB,Monaco,Chalons-Reims,1.08,7.6,92.0,76.0,Assos,168.0,169.0,Under,1.0,90.0,83.0
18.0,04/12/2021,16:00:00,ABA-League,Mornar Bar,Mega Basket,1.48,2.57,83.0,78.0,Assos,161.0,161.5,Under,0.5,79.0,75.0
19.0,04/12/2021,16:00:00,BBL,Bamberg,Bayreuth,1.41,2.85,88.0,82.0,Assos,170.0,168.0,Over,2.0,84.0,87.0
20.0,04/12/2021,17:00:00,ACB,Fuenlabrada,Valencia,3.42,1.31,81.0,89.0,Diplo,170.0,171.5,Under,1.5,88.0,87.0
21.0,04/12/2021,17:00:00,Super-Lig,Bursaspor,Petkim Spor,1.19,4.48,84.0,73.0,Assos,157.0,157.0,Under,0.0,81.0,75.0
22.0,04/12/2021,17:00:00,Basket-League,AEK Athens,Promitheas,1.87,1.88,77.0,79.0,Diplo,156.0,155.5,Over,0.5,81.0,77.0
23.0,04/12/2021,17:15:00,LNB,Fos-sur-Mer,Lyon-Villeurbanne,4.53,1.19,70.0,79.0,Diplo,149.0,153.5,Under,4.5,67.0,88.0
24.0,04/12/2021,18:00:00,ABA-League,Igokea,Partizan,2.7,1.44,71.0,73.0,Diplo,144.0,147.5,Under,3.5,68.0,70.0
25.0,04/12/2021,18:00:00,Lega-A,Brescia,Venezia,2.1,1.72,78.0,79.0,Diplo,157.0,159.0,Under,2.0,80.0,69.0
